"screen","exposure","outcome","beta","se","t_value","p_value","n","df","weight","exp_label","out_label","chem_class","out_domain","type","p_fdr_global","p_bonf_global","sig_nominal","sig_fdr05","sig_fdr01","sig_bonf","direction"
"Novelty","log_LBXVBZ","LBXSCLSI",-0.0392852769032453,0.131730390162837,-0.298224858020107,0.774189177475554,2320,7,"WTMEC2YR","Blood benzene","Chloride","Blood VOCs","Other","continuous",0.916857863125224,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_LBXBSE","LBXGLU",2.55839620529938,8.57907857670957,0.29821340164023,0.774197564284622,2362,7,NA,"Blood selenium","Fasting glucose","Heavy metals","Metabolic","continuous",0.916857863125224,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXP03","LBXGLU",0.29783643405055,0.911882502870067,0.326617116912691,0.774970329347729,781,NA,"WTSA2YR","3-Hydroxyfluorene","Fasting glucose","PAHs","Metabolic","continuous",0.916857863125224,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"PFAS-Thyroid","log_PFOS","log_TPO",-0.0325703621483687,0.106582048649635,-0.305589567483701,0.77516016719092,1374,NA,"WTSSBJ2Y","PFOS","log TPO Ab","PFAS","Thyroid","continuous",0.916857863125224,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXUCS","BMXWAIST",-0.288593362129222,0.973815092310013,-0.296353347168447,0.775559672185711,1551,7,NA,"Urinary cesium","Waist circumference","Urinary metals/elements","Anthropometric","continuous",0.916857863125224,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URX2MH","avg_DBP",-0.136523965248911,0.457947631174061,-0.298121348283642,0.775664687782007,1522,6,NA,"log_URX2MH","avg_DBP","Other","Cardiovascular","continuous",0.916857863125224,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_LBXMPAH","PHQ9_total",0.0599711698877749,0.20294042267638,0.295511210122037,0.776176643691716,1483,7,NA,"Methylparaben (blood)","PHQ-9 depression score","PFAS","Mental health","continuous",0.916857863125224,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXCEM","LBXPLTSI",0.943554549823686,3.18124562650788,0.29659908746482,0.776771763086754,1554,6,NA,"log_URXCEM","Platelets","VOC metabolites","Hematology","continuous",0.916857863125224,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXDPHP","log_LBXSATSI",-0.00478398296651794,0.0161386433626092,-0.296430304520002,0.7768945471674,1583,6,NA,"log_URXDPHP","log_LBXSATSI","Other","Other","continuous",0.916857863125224,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Novelty","log_LBXVBZ","LBXSATSI",-0.257409687492696,0.874557954726066,-0.294331194521378,0.777041445324034,2318,7,"WTMEC2YR","Blood benzene","ALT","Blood VOCs","Liver","continuous",0.916857863125224,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_LBXPFNA","avg_SBP",0.212277797696873,0.721326875341849,0.294287936514594,0.777073154402757,1514,7,NA,"PFNA","avg_SBP","PFAS","Cardiovascular","continuous",0.916857863125224,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Novelty","log_URXUDMA","LBXSKSI",-0.00514093513530971,0.0174691668701947,-0.294286222892575,0.777074410535101,1592,7,"WTSA2YR","Dimethylarsonic acid (urinary)","Potassium","Urinary metals/elements","Other","continuous",0.916857863125224,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXP03","LBXTC",0.584037464659625,1.97431615689717,0.295817598726182,0.777340329962712,1571,6,NA,"3-Hydroxyfluorene (PAH)","Total cholesterol","PAHs","Metabolic","continuous",0.916857863125224,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXUPB","log_LBXSGB",-0.00264418774753054,0.00894741870167179,-0.295525205167439,0.777553097807722,1589,6,NA,"Urinary lead","log_LBXSGB","Urinary metals/elements","Other","continuous",0.916857863125224,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URX24D","LBXSUA",0.0126076032847509,0.0426749960954831,0.295433027258914,0.777620177865618,1586,6,NA,"log_URX24D","Uric acid","Other","Metabolic","continuous",0.916857863125224,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXBPM","BMXBMI",0.0617321730909907,0.210497316870588,0.293268218373268,0.777820762279339,1554,7,NA,"log_URXBPM","BMI","VOC metabolites","Anthropometric","continuous",0.916857863125224,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_LBXMPAH","LBXSTB",-0.004679832028418,0.0145848888142752,-0.320868543326675,0.778735375311389,1591,NA,"WTMEC2YR","Me-PFOSA-AcOH","Total bilirubin","PFAS","Liver","continuous",0.917549140063482,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXCPM","log_LBXHSCRP",0.0138060481859769,0.047070052888346,0.293308533532478,0.779166803499162,1587,6,NA,"log_URXCPM","CRP (log)","Other","Inflammation","continuous",0.917670759302299,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_LBXPFNA","LBXWBCSI",0.0489696676296586,0.153517647799614,0.318983962635868,0.77997185294423,1595,NA,"WTMEC2YR","PFNA","WBC count","PFAS","Hematology","continuous",0.917988263458121,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXPMM","log_LBXIN",0.0267054417036885,0.0914454149383508,0.292036967864297,0.78009303074982,756,6,NA,"log_URXPMM","log_LBXIN","PAHs","Metabolic","continuous",0.917988263458121,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXTTC","BMXBMI",-0.0752176996364834,0.260299961615441,-0.288965465725299,0.780978102708321,1554,7,NA,"log_URXTTC","BMI","Other","Anthropometric","continuous",0.918643153206759,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMHNC","avg_DBP",-0.116956176253307,0.404925309575418,-0.288833949095304,0.782427907554881,1518,6,NA,"MHNCH (phthalate)","avg_DBP","Phthalates","Cardiovascular","continuous",0.919961492650735,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_LBXBSE","avg_SBP",0.512961821987656,1.79890809267327,0.285151767384274,0.783780288081777,4662,7,NA,"Blood selenium","avg_SBP","Heavy metals","Cardiovascular","continuous",0.920492283904986,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMHBP","LBXPLTSI",-0.733186406104402,2.55571191794204,-0.286881475551749,0.78385240679593,1595,6,NA,"MHBP (phthalate)","Platelets","Phthalates","Hematology","continuous",0.920492283904986,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXAMC","LBXHGB",0.0182059804218558,0.0634661031949005,0.286861482040993,0.783866998561435,1554,6,NA,"log_URXAMC","Hemoglobin","VOC metabolites","Hematology","continuous",0.920492283904986,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXOP2","LBXSTB",-0.00299824753605369,0.0105047444952487,-0.28541841616517,0.784920438209942,1582,6,NA,"log_URXOP2","Total bilirubin","Other","Liver","continuous",0.921342378352224,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXHP2","eGFR",0.190520119983015,0.669585958628736,0.284534222272502,0.785566147657398,1545,6,NA,"log_URXHP2","eGFR (kidney)","Other","Kidney","continuous",0.921637088557435,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXUMO","log_LBXSAPSI",0.00297940808322624,0.0105012621124274,0.283719047418152,0.786161619567002,1588,6,NA,"log_URXUMO","Alk Phosphatase (log)","Urinary metals/elements","Liver","continuous",0.921637088557435,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXAMC","PHQ9_total",0.0562497919581044,0.199320197846879,0.282208188461244,0.78726569634352,1462,6,NA,"log_URXAMC","PHQ-9 depression score","VOC metabolites","Mental health","continuous",0.921637088557435,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXBDCP","avg_SBP",-0.127495406207443,0.452044031161242,-0.28204200789893,0.787387167756161,1516,6,NA,"log_URXBDCP","avg_SBP","Other","Cardiovascular","continuous",0.921637088557435,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXGAM","log_LBXSTR",0.0113007538311739,0.0400830266218981,0.281933645824042,0.787466379674549,1545,6,NA,"log_URXGAM","log_LBXSTR","Other","Other","continuous",0.921637088557435,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URX34M","BMXBMI",-0.0919851025272441,0.32844304255316,-0.280064092124453,0.78752390756129,1554,7,NA,"log_URX34M","BMI","Other","Anthropometric","continuous",0.921637088557435,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXOP2","LBXGLU",0.295182071542955,1.0501310778318,0.281090692175699,0.78808266796675,776,6,NA,"log_URXOP2","Fasting glucose","Other","Metabolic","continuous",0.921637088557435,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXP06","log_LBXIN",-0.00688407453191879,0.0224598201467373,-0.306506218079347,0.788185081858125,775,NA,"WTSA2YR","1-Hydroxyphenanthrene","Insulin (log)","PAHs","Metabolic","continuous",0.921637088557435,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXMIB","LBXGH",-0.00493462970180231,0.0161171090117293,-0.306173377509024,0.788404791818569,1616,NA,"WTSA2YR","Mono-isobutyl phthalate (MiBP)","HbA1c","Phthalates","Metabolic","continuous",0.921637088557435,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMCOH","avg_DBP",-0.152773356988724,0.546485859312304,-0.2795559196737,0.78920518055871,1518,6,NA,"MCOCH (phthalate)","avg_DBP","Phthalates","Cardiovascular","continuous",0.921637088557435,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXTCC","eGFR",0.166597959247085,0.596588323834676,0.279251122744488,0.78942817117408,1588,6,NA,"log_URXTCC","eGFR (kidney)","Other","Kidney","continuous",0.921637088557435,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_LBXMPAH","eGFR",-0.311958319020566,1.12484791853745,-0.277333774530322,0.789535427191868,1591,7,NA,"Methylparaben (blood)","eGFR (kidney)","PFAS","Kidney","continuous",0.921637088557435,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMNP","LBXSTB",-0.00669758804257432,0.0240137041868316,-0.278906910423552,0.789680024524986,1580,6,NA,"MnBP (phthalate)","Total bilirubin","Phthalates","Liver","continuous",0.921637088557435,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_LBXPFNA","avg_SBP",0.216315581905604,0.712015632976569,0.30380734900623,0.789967543809274,1514,NA,"WTMEC2YR","PFNA","Systolic BP","PFAS","Cardiovascular","continuous",0.921637088557435,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXOP3","LBXSTB",0.00205776781890797,0.00739376416173089,0.278311259853093,0.790115916048702,1580,6,NA,"log_URXOP3","Total bilirubin","Other","Liver","continuous",0.921637088557435,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_LBXPFNA","LBXSBU",0.0755670632887821,0.249352924586603,0.303052644816832,0.790466362250652,1589,NA,"WTMEC2YR","PFNA","Blood urea nitrogen","PFAS","Kidney","continuous",0.921661363157975,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMHH","log_LBXSGB",-0.00143822997017505,0.00520153230337687,-0.276501208930556,0.791441004533248,1578,6,NA,"MEHHP (phthalate)","log_LBXSGB","Phthalates","Other","continuous",0.922334949284454,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_LBXTHG","log_LBXSASSI",0.00302214070282384,0.0100470964541612,0.300797421086981,0.791957916409744,4820,NA,"WTMEC2YR","Blood mercury (total)","AST (log)","Heavy metals","Liver","continuous",0.922334949284454,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXP10","log_LBXSASSI",0.00607949158305092,0.0202189467601175,0.300682901794019,0.79203369571959,1574,NA,"WTSA2YR","1-Hydroxypyrene","AST (log)","PAHs","Liver","continuous",0.922334949284454,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXUBA","avg_DBP",0.146078338999842,0.53299244183391,0.274072064694236,0.793220514371579,1561,6,NA,"log_URXUBA","avg_DBP","Urinary metals/elements","Cardiovascular","continuous",0.922955658261041,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMCOH","LBXSTB",-0.00299612997157471,0.0109322539523876,-0.274063334480112,0.793226912303749,1580,6,NA,"MCOCH (phthalate)","Total bilirubin","Phthalates","Liver","continuous",0.922955658261041,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXMCOH","LBXSUA",0.0128452913910892,0.0432604278422659,0.296929365514487,0.794519539104365,1578,NA,"WTSA2YR","Mono-carboxyisoctyl (MCOP)","Uric acid","Phthalates","Kidney","continuous",0.923234725799071,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_LBXBMN","LBXSTB",-0.00548192690459872,0.0202798305595786,-0.270314236033372,0.794714835341373,4834,7,NA,"Blood manganese","Total bilirubin","Heavy metals","Liver","continuous",0.923234725799071,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXIPM3","log_LBXSASSI",-0.00237349762615671,0.00873369053320043,-0.27176342201891,0.794913014640322,1539,6,NA,"log_URXIPM3","log_LBXSASSI","Other","Other","continuous",0.923234725799071,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXPMM","log_LBXHSCRP",0.0210256908853966,0.0774283615124102,0.271550249478372,0.795069356480599,1543,6,NA,"log_URXPMM","CRP (log)","PAHs","Inflammation","continuous",0.923234725799071,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXMHNC","LBXPLTSI",-0.512046610997606,1.72972946569145,-0.296026992170662,0.795117746682462,1617,NA,"WTSA2YR","Mono-hydroxyisononyl cyclohexane (MHiNCH)","Platelet count","Phthalates","Hematology","continuous",0.923234725799071,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMNP","log_LBXSASSI",-0.00423360253856398,0.0157446142246431,-0.268892109908774,0.797019723350504,1575,6,NA,"MnBP (phthalate)","log_LBXSASSI","Phthalates","Other","continuous",0.925059006429228,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXHEM","BMXBMI",0.0821409469453003,0.308149443750245,0.266562048419193,0.797487989537083,1554,7,NA,"log_URXHEM","BMI","Other","Anthropometric","continuous",0.925218431014807,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXP04","LBXGH",0.00717909583857352,0.0268185850582021,0.267691074044113,0.797901492123166,1588,6,NA,"2-Hydroxyfluorene (PAH)","HbA1c","PAHs","Metabolic","continuous",0.925262051341841,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXCEM","log_LBXSAPSI",0.00473902342546701,0.0177310149525548,0.267273105242301,0.798208430508979,1544,6,NA,"log_URXCEM","Alk Phosphatase (log)","VOC metabolites","Liver","continuous",0.925262051341841,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Novelty","log_URXUIO","LBXSAPSI",0.168878405253466,0.636870838728217,0.265169002855749,0.798518358328992,1589,7,"WTSA2YR","Urinary iodine","Alk Phosphatase","Urinary elements","Liver","continuous",0.925262051341841,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXOXY","avg_DBP",-0.188900794651545,0.710523661397393,-0.265861370865584,0.799245439725685,1525,6,NA,"Oxychlordane (urinary)","avg_DBP","VOC metabolites","Cardiovascular","continuous",0.925720898704646,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_LBXBCD","log_LBXHSCRP",-0.0100330973569323,0.034794698543076,-0.288351322961207,0.800215384040048,4828,NA,"WTMEC2YR","Blood cadmium","CRP (log)","Heavy metals","Inflammation","continuous",0.926460544006615,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Novelty","log_URXUDMA","BMXWAIST",0.26153103387102,1.00194842782594,0.261022450465339,0.800668900097406,1553,8,"WTSA2YR","Dimethylarsonic acid (urinary)","Waist circumference","Urinary metals/elements","Anthropometric","continuous",0.926547640512349,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXOP4","log_LBXHSCRP",0.00810891535491838,0.0308252167929316,0.26306109732788,0.80130374602546,1572,6,NA,"log_URXOP4","CRP (log)","Other","Inflammation","continuous",0.926547640512349,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXMHH","LBXSUA",-0.014520398875708,0.0507216921527874,-0.286275915873796,0.801596532367702,1578,NA,"WTSA2YR","Mono-2-ethyl-5-hydroxyhexyl (MEHHP)","Uric acid","Phthalates","Kidney","continuous",0.926547640512349,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Novelty","log_SSGLYP","LBXSTR",0.774920158646025,2.96934857820088,0.260973118594095,0.801624446449606,1371,7,"WTSSBJ2Y","Glyphosate (surplus serum)","Triglycerides","Surplus serum","Metabolic","continuous",0.926547640512349,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXAMC","log_LBXHSCRP",0.0150576234558302,0.0575464168118815,0.261660487134297,0.802333904569098,1543,6,NA,"log_URXAMC","CRP (log)","VOC metabolites","Inflammation","continuous",0.926547640512349,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_LBXBCD","LBXSTB",-0.00236687742414296,0.00912857808001281,-0.259282158009392,0.802877306343213,4834,7,NA,"Blood cadmium","Total bilirubin","Heavy metals","Liver","continuous",0.926547640512349,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"PFAS-Thyroid","log_PFHxS","LBXTT3",0.236311151902654,0.88617654614559,0.266663739782423,0.802910788718873,1385,NA,"WTSSBJ2Y","PFHxS","Total T3","PFAS","Thyroid","continuous",0.926547640512349,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"PFAS-Thyroid","log_PFOA","log_TPO",0.0317271449041582,0.119039698789012,0.266525749198946,0.803009823679229,1374,NA,"WTSSBJ2Y","PFOA","log TPO Ab","PFAS","Thyroid","continuous",0.926547640512349,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXUBA","LBXPLTSI",0.716620266264677,2.75216579831467,0.26038411882871,0.803273061731736,1599,6,NA,"log_URXUBA","Platelets","Urinary metals/elements","Hematology","continuous",0.926547640512349,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXMHNC","log_LBXSTR",-0.00406193087904056,0.0144917992285949,-0.280291688765992,0.80558553297526,1578,NA,"WTSA2YR","Mono-hydroxyisononyl cyclohexane (MHiNCH)","Triglycerides (log)","Phthalates","Metabolic","continuous",0.92883181451498,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXTTC","LBXGH",0.00797149693568992,0.0310429227916768,0.256789510098167,0.805919920140423,1554,6,NA,"log_URXTTC","HbA1c","Other","Metabolic","continuous",0.928834335001081,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_LBXTHG","log_LBXIN",0.00500359844429803,0.0179366499186981,0.278959474984346,0.806474889422886,2342,NA,"WTMEC2YR","Blood mercury (total)","Insulin (log)","Heavy metals","Metabolic","continuous",0.9290909727344,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXOP3","PHQ9_total",0.0224601327990665,0.0882785289508746,0.254423505534003,0.807663648373961,1491,6,NA,"log_URXOP3","PHQ-9 depression score","Other","Mental health","continuous",0.930038861260908,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXMOH","LBXRBCSI",-0.00431746831724488,0.0156016210034047,-0.276732034209951,0.807962944922298,1617,NA,"WTSA2YR","Mono-2-ethyl-5-oxohexyl (MEOHP)","RBC count","Phthalates","Hematology","continuous",0.930038861260908,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXATC","log_LBXHSCRP",-0.00735024411533011,0.0291542130583465,-0.252116018381975,0.809365417148389,1543,6,NA,"log_URXATC","CRP (log)","VOC metabolites","Inflammation","continuous",0.931054088841568,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXECP","BMXWAIST",0.231218492312406,0.924529694766706,0.250093094490331,0.809696409496577,1542,7,NA,"MECPP (phthalate)","Waist circumference","Phthalates","Anthropometric","continuous",0.931054088841568,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXP06","log_LBXSTR",0.00652082281952594,0.0238500391221221,0.273409313340603,0.810185170173585,1581,NA,"WTSA2YR","1-Hydroxyphenanthrene","Triglycerides (log)","PAHs","Metabolic","continuous",0.931054088841568,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXGAM","BMXBMI",0.105824620151286,0.424659957242937,0.249198490100979,0.810361244596699,1554,7,NA,"log_URXGAM","BMI","Other","Anthropometric","continuous",0.931054088841568,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXGAM","log_LBXIN",-0.0184855878773693,0.0741400698897547,-0.249333294463535,0.811419192287981,756,6,NA,"log_URXGAM","log_LBXIN","Other","Metabolic","continuous",0.931054088841568,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMC1","BMXWAIST",-0.183741807142296,0.742515036435734,-0.247458702014043,0.811654667593711,1542,7,NA,"MCNP (phthalate)","Waist circumference","Phthalates","Anthropometric","continuous",0.931054088841568,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMAD","LBXTC",-0.678826606033283,2.73012855081891,-0.248642726303004,0.811929118162353,1548,6,NA,"log_URXMAD","Total cholesterol","Phthalates","Metabolic","continuous",0.931054088841568,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_LBXPFNA","log_HOMA_IR",0.0145328142161417,0.0536827830775066,0.270716482697243,0.811988271070456,776,NA,"WTMEC2YR","PFNA","HOMA-IR (log)","PFAS","Metabolic","continuous",0.931054088841568,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXUCO","LBXGH",0.0122263096642364,0.0492155014621597,0.248423957919779,0.812090681116579,1599,6,NA,"Urinary cobalt","HbA1c","Urinary metals/elements","Metabolic","continuous",0.931054088841568,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URX4FP","avg_SBP",0.255495660879569,1.02893838228258,0.248309971985671,0.812174865051711,1525,6,NA,"log_URX4FP","avg_SBP","Other","Cardiovascular","continuous",0.931054088841568,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXCPM","log_LBXIN",-0.00939652353376424,0.0380718587243035,-0.246810212283276,0.813282763471558,772,6,NA,"log_URXCPM","log_LBXIN","Other","Metabolic","continuous",0.931587324244253,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_LBXMPAH","log_HOMA_IR",-0.0119719048293605,0.0488174551161679,-0.245238200165733,0.813306387153155,776,7,NA,"Methylparaben (blood)","log_HOMA_IR","PFAS","Metabolic","continuous",0.931587324244253,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXP10","LBXGH",-0.0119578620298234,0.0447494922690347,-0.26721782580085,0.814333787741182,1616,NA,"WTSA2YR","1-Hydroxypyrene","HbA1c","PAHs","Metabolic","continuous",0.932382174661894,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URX34M","LBXPLTSI",-0.548624428420974,2.25300522381696,-0.243507836831161,0.815723951639278,1554,6,NA,"log_URX34M","Platelets","Other","Hematology","continuous",0.933591554966607,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXMHP","LBXRBCSI",0.00475054649456223,0.0180112456898729,0.26375446631286,0.816658771037968,1617,NA,"WTSA2YR","Mono-2-ethylhexyl (MEHP)","RBC count","Phthalates","Hematology","continuous",0.934257339382897,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXP06","LBXPLTSI",0.697300401805478,2.88371085689728,0.241806629169381,0.81698240879266,1590,6,NA,"1-Hydroxyphenanthrene (PAH)","Platelets","PAHs","Hematology","continuous",0.934257339382897,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_LBXMPAH","LBXWBCSI",0.0445663460724621,0.169731483719821,0.262569707727464,0.8174548186337,1595,NA,"WTMEC2YR","Me-PFOSA-AcOH","WBC count","PFAS","Hematology","continuous",0.934257339382897,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXPHE","LBXPLTSI",0.858958173663805,3.56539965550468,0.240914976344278,0.817642242299696,1554,6,NA,"log_URXPHE","Platelets","PAHs","Hematology","continuous",0.934257339382897,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXBPM","log_LBXSAPSI",-0.00215029461304579,0.00894711191794021,-0.240333934879494,0.818072307953971,1544,6,NA,"log_URXBPM","Alk Phosphatase (log)","VOC metabolites","Liver","continuous",0.934366900751349,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"PFAS-Thyroid","log_PFDeA","log_TgAb",-0.0124275563937778,0.0511981004825825,-0.242734716261702,0.820149618914102,1375,NA,"WTSSBJ2Y","PFDeA","log Tg Ab","PFAS","Thyroid","continuous",0.936357016939089,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXP03","BMXWAIST",0.134954229362978,0.573261962943155,0.235414588943102,0.820625793190304,1533,7,NA,"3-Hydroxyfluorene (PAH)","Waist circumference","PAHs","Anthropometric","continuous",0.936518252146975,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXBPM","LBXGH",-0.00576948278670056,0.0244558806416808,-0.235913924803325,0.821346098833153,1554,6,NA,"log_URXBPM","HbA1c","VOC metabolites","Metabolic","continuous",0.936761704254316,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_LBXPFDE","log_LBXSASSI",-0.00598248616674656,0.023399701760222,-0.255665060522968,0.822101201900154,1586,NA,"WTMEC2YR","PFDeA","AST (log)","PFAS","Liver","continuous",0.936761704254316,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXBCEP","LBXRBCSI",-0.00276675733989013,0.0117795893894982,-0.234877231150075,0.822114526041204,1597,6,NA,"log_URXBCEP","RBC count","Other","Hematology","continuous",0.936761704254316,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXP03","log_LBXSTR",-0.00418066015982371,0.0178593354765057,-0.234088226033015,0.822699504394894,1567,6,NA,"3-Hydroxyfluorene (PAH)","log_LBXSTR","PAHs","Other","continuous",0.936761704254316,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXTTC","eGFR",0.147081100610759,0.628516108389675,0.234013255424107,0.822755095055794,1545,6,NA,"log_URXTTC","eGFR (kidney)","Other","Kidney","continuous",0.936761704254316,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Novelty","log_SSGLYP","LBXSATSI",0.130408491803632,0.561753256869931,0.232145501977617,0.823065832701261,1373,7,"WTSSBJ2Y","Glyphosate (surplus serum)","ALT","Surplus serum","Liver","continuous",0.936761704254316,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXECP","LBXSUA",-0.0144101320079699,0.0618331198564288,-0.233048761592961,0.823470367090232,1578,6,NA,"MECPP (phthalate)","Uric acid","Phthalates","Metabolic","continuous",0.936761704254316,1,FALSE,FALSE,FALSE,FALSE,"Negative"
