"exposure","outcome","beta","se","t_value","p_value","n","exp_label","chem_class","is_urinary","out_label","out_domain","type","p_fdr","p_bonf","sig_nom","sig_fdr05","sig_fdr01","sig_bonf05","direction"
"log_URXMC1","eGFR",-0.825221520021496,0.687685472867095,-1.19999847689233,0.353003838224296,1580,"Mono-carboxyisononyl (MCNP)","Phthalates",TRUE,"eGFR","Kidney","continuous",0.740084913644362,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMNP","LBXGLU",4.10906009597965,3.44432039725737,1.19299589528651,0.355206982714875,783,"Mono-n-butyl phthalate (MnBP)","Phthalates",TRUE,"Fasting glucose","Metabolic","continuous",0.740084913644362,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMHP","BMXWAIST",-0.792947275921621,0.728434683994241,-1.08856331713042,0.355977789157469,1618,"Mono-2-ethylhexyl (MEHP)","Phthalates",TRUE,"Waist circumference","Anthropometric","continuous",0.740084913644362,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHNC","log_LBXSGB",-0.004295883251647,0.00362752341670051,-1.18424686988083,0.357982351824308,1578,"Mono-hydroxyisononyl cyclohexane (MHiNCH)","Phthalates",TRUE,"GGT (log)","Liver","continuous",0.740084913644362,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP04","log_LBXSTR",0.0213930717174003,0.0182435225969737,1.17263930820844,0.361703853090828,1579,"2-Hydroxyfluorene","PAHs",TRUE,"Triglycerides (log)","Metabolic","continuous",0.740084913644362,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP06","LBXHGB",0.0456825374317843,0.0389759432126234,1.17207009417514,0.36188751020459,1620,"1-Hydroxyphenanthrene","PAHs",TRUE,"Hemoglobin","Hematology","continuous",0.740084913644362,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP10","log_LBXSTR",-0.0271897387762058,0.0231981522660972,-1.17206484655858,0.361889203856897,1580,"1-Hydroxypyrene","PAHs",TRUE,"Triglycerides (log)","Metabolic","continuous",0.740084913644362,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXBCD","LBXTC",-1.48723298051927,1.27017069423422,-1.17089221729834,0.362267898772586,4855,"Blood cadmium","Heavy metals",FALSE,"Total cholesterol","Metabolic","continuous",0.740084913644362,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMEP","log_LBXSGB",-0.00345285020197204,0.00295792791094547,-1.16732060615648,0.363424188060456,1578,"Mono-ethyl phthalate (MEP)","Phthalates",TRUE,"GGT (log)","Liver","continuous",0.740084913644362,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP04","avg_SBP",-0.767253396053382,0.657287633594683,-1.16730234502861,0.363430111059531,1625,"2-Hydroxyfluorene","PAHs",TRUE,"Systolic BP","Cardiovascular","continuous",0.740084913644362,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXBMN","LBXGH",-0.0411485929652991,0.0353350568282333,-1.16452601633912,0.364331925081098,4937,"Blood manganese","Heavy metals",FALSE,"HbA1c","Metabolic","continuous",0.740084913644362,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFNA","log_LBXSGB",-0.00637000694117678,0.00549709511905143,-1.15879510963892,0.366201714085142,1589,"PFNA","PFAS",FALSE,"GGT (log)","Liver","continuous",0.740160005720366,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP01","eGFR",-0.404360752006211,0.350377189169047,-1.15407270937127,0.367750860954004,1556,"1-Hydroxynaphthalene","PAHs",TRUE,"eGFR","Kidney","continuous",0.740160005720366,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHBP","LBXGLU",-0.790744615194122,0.685258167328094,-1.15393679768507,0.367795558398083,783,"Mono-3-hydroxy-n-butyl (MHBP)","Phthalates",TRUE,"Fasting glucose","Metabolic","continuous",0.740160005720366,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXBCD","avg_DBP",0.44356628681191,0.385782555209822,1.14978316365461,0.36916461720868,4729,"Blood cadmium","Heavy metals",FALSE,"Diastolic BP","Cardiovascular","continuous",0.740615083440325,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXECP","PHQ9_total",0.143922473447271,0.125897060633117,1.14317580349777,0.371354638360734,1564,"Mono-2-ethyl-5-carboxypentyl (MECPP)","Phthalates",TRUE,"PHQ-9 depression","Mental health","continuous",0.742709276721468,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMCOH","avg_SBP",0.725858370559251,0.638489582552597,1.13683666953087,0.373469908393581,1597,"Mono-carboxyisoctyl (MCOP)","Phthalates",TRUE,"Systolic BP","Cardiovascular","continuous",0.744641540427816,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMEP","LBXHGB",-0.0518376412580251,0.0460726867145802,-1.1251273792466,0.377413815644814,1617,"Mono-ethyl phthalate (MEP)","Phthalates",TRUE,"Hemoglobin","Hematology","continuous",0.748738927309017,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXBSE","LBXSBU",-1.14728233201287,1.02391000272345,-1.12049138006393,0.378988549754522,4832,"Blood selenium","Heavy metals",FALSE,"Blood urea nitrogen","Kidney","continuous",0.748738927309017,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHBP","log_HOMA_IR",0.0323745633510486,0.0288933927218985,1.12048327666663,0.378991308884811,765,"Mono-3-hydroxy-n-butyl (MHBP)","Phthalates",TRUE,"HOMA-IR (log)","Metabolic","continuous",0.748738927309017,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP03","log_LBXIN",-0.0263509775895543,0.0236088176070537,-1.11614982283913,0.380470120211582,768,"3-Hydroxyfluorene","PAHs",TRUE,"Insulin (log)","Metabolic","continuous",0.749375799079347,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMIB","PHQ9_total",0.191138163931062,0.172109530207227,1.11056118566429,0.382387054610172,1564,"Mono-isobutyl phthalate (MiBP)","Phthalates",TRUE,"PHQ-9 depression","Mental health","continuous",0.750869125416339,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMIB","log_LBXHSCRP",0.0405977936857694,0.0366947387248362,1.10636551986924,0.383833464639702,1578,"Mono-isobutyl phthalate (MiBP)","Phthalates",TRUE,"CRP (log)","Inflammation","continuous",0.751432281228177,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP06","log_LBXSATSI",-0.0191085906532137,0.0174724560276873,-1.09364079228093,0.38825855307351,1580,"1-Hydroxyphenanthrene","PAHs",TRUE,"ALT (log)","Liver","continuous",0.757403722493957,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFUA","LBXGLU",2.39007009052589,2.19092776763413,1.09089406133494,0.389221357392728,778,"PFUA","PFAS",FALSE,"Fasting glucose","Metabolic","continuous",0.757403722493957,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXPFUA","LBXSTB",0.0168092493164872,0.0154995929225698,1.08449618002614,0.391474534369143,1591,"PFUA","PFAS",FALSE,"Total bilirubin","Liver","continuous",0.759507479853907,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMEP","BMXBMI",-0.176208407418215,0.178206955919216,-0.988785238540816,0.395665536600843,1681,"Mono-ethyl phthalate (MEP)","Phthalates",TRUE,"BMI","Anthropometric","continuous",0.76216323107525,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXBSE","LBXPLTSI",12.1974560306827,11.4410515966553,1.06611319140004,0.39803126932722,4941,"Blood selenium","Heavy metals",FALSE,"Platelet count","Hematology","continuous",0.76216323107525,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMHNC","log_LBXSASSI",0.0223087486403764,0.0209716711289892,1.06375636462938,0.398880824043171,1575,"Mono-hydroxyisononyl cyclohexane (MHiNCH)","Phthalates",TRUE,"AST (log)","Liver","continuous",0.76216323107525,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXMPAH","log_LBXSGB",-0.00454887851830841,0.00430231314227934,-1.05730995580169,0.401214978282504,1589,"Me-PFOSA-AcOH","PFAS",FALSE,"GGT (log)","Liver","continuous",0.76216323107525,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP03","log_HOMA_IR",-0.0232035835470878,0.0219727563383761,-1.05601605869365,0.401685328544699,768,"3-Hydroxyfluorene","PAHs",TRUE,"HOMA-IR (log)","Metabolic","continuous",0.76216323107525,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMNP","LBXPLTSI",-4.22419448573476,4.02681902044509,-1.0490152312005,0.404240986426423,1617,"Mono-n-butyl phthalate (MnBP)","Phthalates",TRUE,"Platelet count","Hematology","continuous",0.76216323107525,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXBSE","avg_SBP",1.77507722470584,1.69791801147541,1.04544342701412,0.405551891868964,4729,"Blood selenium","Heavy metals",FALSE,"Systolic BP","Cardiovascular","continuous",0.76216323107525,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP06","LBXGH",-0.0260880241139857,0.0249915704963729,-1.04387293778804,0.406129789615133,1617,"1-Hydroxyphenanthrene","PAHs",TRUE,"HbA1c","Metabolic","continuous",0.76216323107525,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMCOH","log_LBXSAPSI",0.0118461713787524,0.0113488017474491,1.04382573970112,0.406147171484662,1580,"Mono-carboxyisoctyl (MCOP)","Phthalates",TRUE,"Alk Phos (log)","Liver","continuous",0.76216323107525,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXTHG","LBXSUA",0.0287613520328159,0.0275592187007969,1.04362000770306,0.40622294712271,4832,"Blood mercury (total)","Heavy metals",FALSE,"Uric acid","Kidney","continuous",0.76216323107525,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP03","LBXHGB",0.0522207970035112,0.0500460020312905,1.04345591823421,0.406283396225238,1607,"3-Hydroxyfluorene","PAHs",TRUE,"Hemoglobin","Hematology","continuous",0.76216323107525,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXMPAH","avg_DBP",0.551897567763411,0.532383038317814,1.03665505480276,0.408797631229665,1514,"Me-PFOSA-AcOH","PFAS",FALSE,"Diastolic BP","Cardiovascular","continuous",0.76216323107525,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP04","LBXGH",-0.0234171020522377,0.022751337761011,-1.0292626437276,0.411550245199979,1615,"2-Hydroxyfluorene","PAHs",TRUE,"HbA1c","Metabolic","continuous",0.76216323107525,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXBSE","BMXBMI",1.12212004413092,1.19107146355067,0.942109754511117,0.415638895688742,4944,"Blood selenium","Heavy metals",FALSE,"BMI","Anthropometric","continuous",0.76216323107525,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXBSE","BMXWAIST",2.86237215280068,3.04754095898133,0.939239928626735,0.416896936739535,4756,"Blood selenium","Heavy metals",FALSE,"Waist circumference","Anthropometric","continuous",0.76216323107525,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXPFHS","LBXGLU",-2.74513892829024,2.7069166381176,-1.01412023171841,0.417253100870758,778,"PFHxS","PFAS",FALSE,"Fasting glucose","Metabolic","continuous",0.76216323107525,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXMPAH","LBXPLTSI",-1.94770292342612,1.92665938940142,-1.01092229074867,0.418468641775888,1595,"Me-PFOSA-AcOH","PFAS",FALSE,"Platelet count","Hematology","continuous",0.76216323107525,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP04","LBXSUA",0.0473108766238006,0.0468690708932776,1.00942638123826,0.41903857949258,1579,"2-Hydroxyfluorene","PAHs",TRUE,"Uric acid","Kidney","continuous",0.76216323107525,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP10","LBXRBCSI",-0.0203476821389131,0.0201595144487666,-1.00933393959585,0.419073827592602,1619,"1-Hydroxypyrene","PAHs",TRUE,"RBC count","Hematology","continuous",0.76216323107525,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMEP","log_LBXHSCRP",0.0344138581428138,0.0340995305668363,1.00921794437497,0.419118061321873,1578,"Mono-ethyl phthalate (MEP)","Phthalates",TRUE,"CRP (log)","Inflammation","continuous",0.76216323107525,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMHP","LBXWBCSI",-0.139025767683131,0.138308180706128,-1.00518831910983,0.420657920365775,1617,"Mono-2-ethylhexyl (MEHP)","Phthalates",TRUE,"WBC count","Hematology","continuous",0.76216323107525,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP01","LBXWBCSI",0.0547012982463464,0.0544315806091788,1.00495516819738,0.42074720582815,1595,"1-Hydroxynaphthalene","PAHs",TRUE,"WBC count","Hematology","continuous",0.76216323107525,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMC1","LBXRBCSI",-0.0139216491323665,0.0138596259671994,-1.00447509660895,0.420931115582344,1617,"Mono-carboxyisononyl (MCNP)","Phthalates",TRUE,"RBC count","Hematology","continuous",0.76216323107525,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMOH","LBXTC",-1.52485362025695,1.52175218689351,-1.00203806729516,0.421866077363826,1591,"Mono-2-ethyl-5-oxohexyl (MEOHP)","Phthalates",TRUE,"Total cholesterol","Metabolic","continuous",0.76216323107525,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFDE","PHQ9_total",-0.229602999832411,0.229363386202172,-1.00104468997518,0.422247839438294,1483,"PFDeA","PFAS",FALSE,"PHQ-9 depression","Mental health","continuous",0.76216323107525,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHP","log_LBXSGB",-0.00570093510684909,0.00575750786888319,-0.990174088629586,0.426450347037998,1578,"Mono-2-ethylhexyl (MEHP)","Phthalates",TRUE,"GGT (log)","Liver","continuous",0.767610624668396,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHH","log_LBXSASSI",-0.0136578965127954,0.0139386007779989,-0.979861374202884,0.430479488664694,1575,"Mono-2-ethyl-5-hydroxyhexyl (MEHHP)","Phthalates",TRUE,"AST (log)","Liver","continuous",0.770667993975017,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP03","avg_SBP",-0.564200014961464,0.575867583263068,-0.979739147261092,0.430527490461352,1615,"3-Hydroxyfluorene","PAHs",TRUE,"Systolic BP","Cardiovascular","continuous",0.770667993975017,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFUA","PHQ9_total",-0.214457447635656,0.226253026347056,-0.94786554283121,0.443245292449015,1483,"PFUA","PFAS",FALSE,"PHQ-9 depression","Mental health","continuous",0.782767831257633,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXBCD","log_LBXSGB",0.00336160760958335,0.00356300042491908,0.943476623261895,0.445027974508316,4832,"Blood cadmium","Heavy metals",FALSE,"GGT (log)","Liver","continuous",0.782767831257633,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMHNC","log_LBXHSCRP",-0.0346040926536469,0.036693939460542,-0.943046540174777,0.445203077539439,1578,"Mono-hydroxyisononyl cyclohexane (MHiNCH)","Phthalates",TRUE,"CRP (log)","Inflammation","continuous",0.782767831257633,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXBCD","LBXWBCSI",0.0791636611440744,0.0840538475645852,0.94182079033618,0.445702531196558,4941,"Blood cadmium","Heavy metals",FALSE,"WBC count","Hematology","continuous",0.782767831257633,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP10","eGFR",-0.843998214546704,0.896426651537011,-0.941513968933863,0.44582764485304,1580,"1-Hydroxypyrene","PAHs",TRUE,"eGFR","Kidney","continuous",0.782767831257633,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMC1","LBXSUA",-0.0437661245529192,0.0466067148536158,-0.939051908944486,0.446832968703796,1578,"Mono-carboxyisononyl (MCNP)","Phthalates",TRUE,"Uric acid","Kidney","continuous",0.782767831257633,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHP","log_LBXHSCRP",-0.0365374152459097,0.0389931910776013,-0.937020393462944,0.44766431389179,1578,"Mono-2-ethylhexyl (MEHP)","Phthalates",TRUE,"CRP (log)","Inflammation","continuous",0.782767831257633,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP01","LBXPLTSI",0.801370600891823,0.855450296924422,0.936782188016031,0.447761901435592,1595,"1-Hydroxynaphthalene","PAHs",TRUE,"Platelet count","Hematology","continuous",0.782767831257633,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXBCD","LBXGH",-0.0260813886648687,0.0279024377437545,-0.934735126170349,0.448601474043426,4937,"Blood cadmium","Heavy metals",FALSE,"HbA1c","Metabolic","continuous",0.782767831257633,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHBP","LBXSTB",-0.00796072550442996,0.0085335590041538,-0.932872849482261,0.449366717944197,1580,"Mono-3-hydroxy-n-butyl (MHBP)","Phthalates",TRUE,"Total bilirubin","Liver","continuous",0.782767831257633,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHP","log_LBXSATSI",-0.0197242801547133,0.0213560274829368,-0.923593124726629,0.453200688509155,1580,"Mono-2-ethylhexyl (MEHP)","Phthalates",TRUE,"ALT (log)","Liver","continuous",0.784988862136563,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP04","eGFR",-0.645819541044593,0.702270347390898,-0.919616702376752,0.454854182674504,1579,"2-Hydroxyfluorene","PAHs",TRUE,"eGFR","Kidney","continuous",0.784988862136563,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP01","log_HOMA_IR",0.0216650171221742,0.0235636667680891,0.919424694611363,0.454934185755312,770,"1-Hydroxynaphthalene","PAHs",TRUE,"HOMA-IR (log)","Metabolic","continuous",0.784988862136563,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMHBP","log_LBXSTR",-0.0216821810151373,0.0236583949693064,-0.916468807088017,0.456167683444177,1578,"Mono-3-hydroxy-n-butyl (MHBP)","Phthalates",TRUE,"Triglycerides (log)","Metabolic","continuous",0.784988862136563,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMIB","eGFR",-0.351697144305494,0.384284992817164,-0.915198748010505,0.456698767014636,1580,"Mono-isobutyl phthalate (MiBP)","Phthalates",TRUE,"eGFR","Kidney","continuous",0.784988862136563,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXECP","LBXHGB",-0.0388604177908421,0.042641950160252,-0.911318962777299,0.458325171092852,1617,"Mono-2-ethyl-5-carboxypentyl (MECPP)","Phthalates",TRUE,"Hemoglobin","Hematology","continuous",0.785152010791444,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMZP","log_HOMA_IR",0.0219222458305856,0.0241116386081697,0.909197677803521,0.459216993965983,765,"Mono-benzyl phthalate (MBzP)","Phthalates",TRUE,"HOMA-IR (log)","Metabolic","continuous",0.785152010791444,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXBMN","LBXTC",2.59132388902382,2.88432766219106,0.898415226186662,0.463778405079724,4855,"Blood manganese","Heavy metals",FALSE,"Total cholesterol","Metabolic","continuous",0.788436809705226,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMC1","LBXWBCSI",-0.0618692625069537,0.0690222912917226,-0.896366396262672,0.46465050166817,1617,"Mono-carboxyisononyl (MCNP)","Phthalates",TRUE,"WBC count","Hematology","continuous",0.788436809705226,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMZP","LBXHGB",-0.025459171116965,0.0284128938039427,-0.896042877316218,0.464788366215118,1617,"Mono-benzyl phthalate (MBzP)","Phthalates",TRUE,"Hemoglobin","Hematology","continuous",0.788436809705226,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFUA","log_LBXSTR",-0.0253936501839295,0.028438511861587,-0.892931750702105,0.466116328350799,1589,"PFUA","PFAS",FALSE,"Triglycerides (log)","Metabolic","continuous",0.788625015068714,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMCOH","log_LBXHSCRP",-0.0404078421080254,0.0455005733993498,-0.888073250272552,0.46819807208178,1578,"Mono-carboxyisoctyl (MCOP)","Phthalates",TRUE,"CRP (log)","Inflammation","continuous",0.789434167317028,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMOH","log_LBXSAPSI",0.00669347400520976,0.00755355692236109,0.88613537622187,0.469031102495456,1580,"Mono-2-ethyl-5-oxohexyl (MEOHP)","Phthalates",TRUE,"Alk Phos (log)","Liver","continuous",0.789434167317028,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMZP","log_LBXSAPSI",-0.00629324478521325,0.00719100596881083,-0.875154993961708,0.473780386140878,1580,"Mono-benzyl phthalate (MBzP)","Phthalates",TRUE,"Alk Phos (log)","Liver","continuous",0.793565637575977,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHBP","BMXWAIST",-0.410636361996213,0.504158712174254,-0.814498196858064,0.475005659018105,1618,"Mono-3-hydroxy-n-butyl (MHBP)","Phthalates",TRUE,"Waist circumference","Anthropometric","continuous",0.793565637575977,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHH","log_LBXSATSI",-0.0154492338520061,0.0178146428915913,-0.867221080210275,0.477242950065891,1580,"Mono-2-ethyl-5-hydroxyhexyl (MEHHP)","Phthalates",TRUE,"ALT (log)","Liver","continuous",0.793565637575977,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXMPAH","log_LBXSASSI",-0.0207723991855381,0.0239636907008147,-0.866828046016797,0.477415157234718,1586,"Me-PFOSA-AcOH","PFAS",FALSE,"AST (log)","Liver","continuous",0.793565637575977,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMEP","avg_DBP",0.305412243556234,0.352512933373891,0.866385924150759,0.477608948541097,1597,"Mono-ethyl phthalate (MEP)","Phthalates",TRUE,"Diastolic BP","Cardiovascular","continuous",0.793565637575977,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMCOH","eGFR",0.504105902748064,0.585058597429611,0.861633185056671,0.479697291188297,1580,"Mono-carboxyisoctyl (MCOP)","Phthalates",TRUE,"eGFR","Kidney","continuous",0.794925069255515,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMOH","LBXHGB",-0.0374989313713784,0.0438736425744881,-0.854702941697015,0.482759233169662,1617,"Mono-2-ethyl-5-oxohexyl (MEOHP)","Phthalates",TRUE,"Hemoglobin","Hematology","continuous",0.794925069255515,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMZP","LBXGH",-0.0147398353378193,0.0173073695656289,-0.851650811634104,0.484114072671551,1616,"Mono-benzyl phthalate (MBzP)","Phthalates",TRUE,"HbA1c","Metabolic","continuous",0.794925069255515,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXECP","log_LBXSAPSI",0.00807791839185721,0.00962124366120831,0.839591915172713,0.489505026587434,1580,"Mono-2-ethyl-5-carboxypentyl (MECPP)","Phthalates",TRUE,"Alk Phos (log)","Liver","continuous",0.794925069255515,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMZP","log_LBXSATSI",-0.0121129673384617,0.0144580750866766,-0.837799448809343,0.490311542699952,1580,"Mono-benzyl phthalate (MBzP)","Phthalates",TRUE,"ALT (log)","Liver","continuous",0.794925069255515,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHNC","eGFR",0.485276346986486,0.580030021819971,0.836640050912926,0.490833927885475,1580,"Mono-hydroxyisononyl cyclohexane (MHiNCH)","Phthalates",TRUE,"eGFR","Kidney","continuous",0.794925069255515,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMZP","avg_DBP",-0.273179335280437,0.327683889134921,-0.8336672761106,0.49217593343706,1597,"Mono-benzyl phthalate (MBzP)","Phthalates",TRUE,"Diastolic BP","Cardiovascular","continuous",0.794925069255515,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP03","LBXSTB",0.00757821123461227,0.00910574547604713,0.832245009982645,0.492819300758311,1568,"3-Hydroxyfluorene","PAHs",TRUE,"Total bilirubin","Liver","continuous",0.794925069255515,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXPFNA","LBXGH",-0.026058572078439,0.031348701436472,-0.83124885192602,0.493270422080315,1596,"PFNA","PFAS",FALSE,"HbA1c","Metabolic","continuous",0.794925069255515,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMOH","LBXSUA",-0.0404018261295077,0.0486993110255875,-0.829618022897282,0.494009860701026,1578,"Mono-2-ethyl-5-oxohexyl (MEOHP)","Phthalates",TRUE,"Uric acid","Kidney","continuous",0.794925069255515,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMOH","log_LBXSGB",-0.0032928599542005,0.00397028213371424,-0.829376815878823,0.494119321862583,1578,"Mono-2-ethyl-5-oxohexyl (MEOHP)","Phthalates",TRUE,"GGT (log)","Liver","continuous",0.794925069255515,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMC1","log_LBXHSCRP",0.0301530907931205,0.0364367024760588,0.827547191267733,0.494950412302331,1578,"Mono-carboxyisononyl (MCNP)","Phthalates",TRUE,"CRP (log)","Inflammation","continuous",0.794925069255515,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMHP","BMXBMI",-0.219273882952967,0.283584089492265,-0.773223502579284,0.49572674774696,1681,"Mono-2-ethylhexyl (MEHP)","Phthalates",TRUE,"BMI","Anthropometric","continuous",0.794925069255515,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFNA","BMXBMI",-0.341770370716408,0.443208465124948,-0.771127804655214,0.496798809168432,1597,"PFNA","PFAS",FALSE,"BMI","Anthropometric","continuous",0.794925069255515,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHH","log_LBXSGB",-0.00357272140537891,0.00434788465311161,-0.821714854560838,0.49760909561752,1578,"Mono-2-ethyl-5-hydroxyhexyl (MEHHP)","Phthalates",TRUE,"GGT (log)","Liver","continuous",0.794925069255515,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMZP","LBXGLU",0.703907299286447,0.858296061780598,0.820121786212253,0.498337789289261,783,"Mono-benzyl phthalate (MBzP)","Phthalates",TRUE,"Fasting glucose","Metabolic","continuous",0.794925069255515,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMC1","log_LBXSAPSI",-0.00942998533519523,0.0115272284495406,-0.818061807005399,0.499281640720671,1580,"Mono-carboxyisononyl (MCNP)","Phthalates",TRUE,"Alk Phos (log)","Liver","continuous",0.794925069255515,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP10","LBXPLTSI",-2.63883991037771,3.24109719821142,-0.814181047033684,0.501064608097076,1619,"1-Hydroxypyrene","PAHs",TRUE,"Platelet count","Hematology","continuous",0.795808495213003,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMZP","log_LBXIN",0.0161203720332246,0.0198967374638225,0.810201776172386,0.502899437302189,765,"Mono-benzyl phthalate (MBzP)","Phthalates",TRUE,"Insulin (log)","Metabolic","continuous",0.796453121780983,1,FALSE,FALSE,FALSE,FALSE,"Positive"
